Airline,Source,Destination,Total_Stops,Price,day_of_Journey,month_of_Journey,year_of_Journey,Total_duration_in_minutes,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute
Jet Airways,Kolkata,Banglore,1.0,13941.0,1.0,5.0,2019.0,845.0,20.0,0.0,10.0,5.0
Air Asia,Delhi,Cochin,1.0,6152.0,21.0,5.0,2019.0,875.0,7.0,55.0,22.0,30.0
Air India,Delhi,Cochin,1.0,7480.0,1.0,6.0,2019.0,1535.0,5.0,15.0,6.0,50.0
SpiceJet,Banglore,Delhi,0.0,4423.0,21.0,4.0,2019.0,160.0,5.0,55.0,8.0,35.0
Air India,Delhi,Cochin,0.0,5201.0,24.0,4.0,2019.0,170.0,5.0,10.0,8.0,0.0
SpiceJet,Banglore,Delhi,0.0,3919.0,15.0,6.0,2019.0,175.0,21.0,10.0,0.0,5.0
Vistara,Kolkata,Banglore,1.0,9345.0,18.0,5.0,2019.0,790.0,7.0,10.0,20.0,20.0
SpiceJet,Chennai,Kolkata,0.0,3332.0,27.0,3.0,2019.0,135.0,8.0,20.0,10.0,35.0
Air India,Banglore,Delhi,0.0,6961.0,9.0,6.0,2019.0,165.0,10.0,0.0,12.0,45.0
SpiceJet,Kolkata,Banglore,0.0,3873.0,15.0,5.0,2019.0,155.0,6.0,55.0,9.0,30.0
IndiGo,Kolkata,Banglore,0.0,4804.0,9.0,6.0,2019.0,155.0,20.0,20.0,22.0,55.0
Air India,Banglore,Delhi,2.0,13366.0,1.0,3.0,2019.0,980.0,5.0,50.0,22.0,10.0
Air India,Delhi,Cochin,2.0,8656.0,27.0,3.0,2019.0,1595.0,16.0,40.0,19.0,15.0
Jet Airways,Kolkata,Banglore,1.0,13941.0,12.0,5.0,2019.0,1330.0,6.0,30.0,4.0,40.0
Vistara,Kolkata,Banglore,1.0,8610.0,15.0,5.0,2019.0,790.0,7.0,10.0,20.0,20.0
SpiceJet,Kolkata,Banglore,1.0,6381.0,15.0,5.0,2019.0,520.0,8.0,35.0,17.0,15.0
Multiple carriers,Delhi,Cochin,1.0,11098.0,1.0,6.0,2019.0,845.0,4.0,55.0,19.0,0.0
Jet Airways,Delhi,Cochin,1.0,14189.0,21.0,3.0,2019.0,455.0,20.0,50.0,4.0,25.0
Air India,Kolkata,Banglore,2.0,6117.0,12.0,6.0,2019.0,1555.0,9.0,10.0,11.0,5.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,12.0,5.0,2019.0,1545.0,16.0,30.0,18.0,15.0
IndiGo,Delhi,Cochin,1.0,6818.0,15.0,6.0,2019.0,425.0,5.0,5.0,12.0,10.0
IndiGo,Kolkata,Banglore,0.0,4804.0,15.0,6.0,2019.0,160.0,21.0,25.0,0.0,5.0
IndiGo,Kolkata,Banglore,0.0,5224.0,9.0,6.0,2019.0,150.0,15.0,15.0,17.0,45.0
SpiceJet,Kolkata,Banglore,1.0,7804.0,24.0,5.0,2019.0,330.0,15.0,55.0,21.0,25.0
Jet Airways,Kolkata,Banglore,1.0,12692.0,12.0,6.0,2019.0,1285.0,17.0,0.0,14.0,25.0
Air India,Delhi,Cochin,1.0,18959.0,9.0,3.0,2019.0,635.0,8.0,40.0,19.0,15.0
Air India,Delhi,Cochin,2.0,12777.0,6.0,6.0,2019.0,1560.0,17.0,15.0,19.0,15.0
Air Asia,Kolkata,Banglore,1.0,6785.0,24.0,3.0,2019.0,710.0,7.0,35.0,19.0,25.0
Jet Airways,Delhi,Cochin,1.0,6017.0,27.0,3.0,2019.0,395.0,21.0,50.0,4.0,25.0
IndiGo,Delhi,Cochin,1.0,14871.0,6.0,3.0,2019.0,400.0,6.0,40.0,13.0,20.0
Multiple carriers,Delhi,Cochin,1.0,13377.0,1.0,6.0,2019.0,750.0,13.0,0.0,1.0,30.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,6.0,5.0,2019.0,475.0,8.0,25.0,16.0,20.0
Jet Airways,Banglore,Delhi,1.0,9134.0,15.0,3.0,2019.0,435.0,8.0,0.0,15.0,15.0
Jet Airways,Banglore,Delhi,1.0,17471.0,6.0,3.0,2019.0,1305.0,21.0,25.0,19.0,10.0
SpiceJet,Banglore,Delhi,0.0,3971.0,6.0,4.0,2019.0,175.0,21.0,10.0,0.0,5.0
Jet Airways,Delhi,Cochin,1.0,17024.0,6.0,3.0,2019.0,590.0,9.0,0.0,18.0,50.0
SpiceJet,Banglore,Delhi,0.0,3573.0,15.0,5.0,2019.0,175.0,21.0,10.0,0.0,5.0
Jet Airways,Kolkata,Banglore,1.0,9663.0,6.0,5.0,2019.0,1610.0,6.0,30.0,9.0,20.0
Jet Airways,Delhi,Cochin,1.0,10262.0,9.0,6.0,2019.0,865.0,14.0,0.0,4.0,25.0
Multiple carriers,Delhi,Cochin,1.0,17267.0,6.0,3.0,2019.0,505.0,7.0,5.0,15.0,30.0
Multiple carriers,Delhi,Cochin,1.0,12192.0,12.0,6.0,2019.0,660.0,8.0,0.0,19.0,0.0
Vistara,Delhi,Cochin,0.0,6688.0,21.0,3.0,2019.0,190.0,6.0,0.0,9.0,10.0
Jet Airways,Kolkata,Banglore,1.0,13339.0,24.0,3.0,2019.0,1015.0,6.0,30.0,23.0,25.0
IndiGo,Delhi,Cochin,2.0,10278.0,1.0,3.0,2019.0,985.0,4.0,55.0,21.0,20.0
IndiGo,Kolkata,Banglore,1.0,4864.0,15.0,5.0,2019.0,330.0,7.0,10.0,12.0,40.0
SpiceJet,Kolkata,Banglore,1.0,8844.0,1.0,5.0,2019.0,435.0,11.0,15.0,18.0,30.0
Multiple carriers,Delhi,Cochin,1.0,7485.0,21.0,5.0,2019.0,760.0,12.0,50.0,1.0,30.0
Air India,Delhi,Cochin,2.0,8839.0,27.0,6.0,2019.0,1210.0,13.0,15.0,9.0,25.0
Air Asia,Kolkata,Banglore,1.0,5162.0,15.0,5.0,2019.0,220.0,6.0,50.0,10.0,30.0
Air India,Delhi,Cochin,3.0,10493.0,27.0,5.0,2019.0,2280.0,5.0,15.0,19.0,15.0
Air India,Banglore,Delhi,1.0,6955.0,21.0,3.0,2019.0,920.0,22.0,0.0,13.0,20.0
Jet Airways,Kolkata,Banglore,1.0,14571.0,9.0,6.0,2019.0,1220.0,20.0,0.0,16.0,20.0
Vistara,Banglore,Delhi,0.0,4878.0,27.0,6.0,2019.0,155.0,17.0,0.0,19.0,35.0
IndiGo,Kolkata,Banglore,1.0,6534.0,18.0,5.0,2019.0,315.0,21.0,0.0,2.0,15.0
Jet Airways,Delhi,Cochin,1.0,12373.0,18.0,5.0,2019.0,940.0,20.0,55.0,12.0,35.0
Jet Airways,Banglore,Delhi,1.0,7832.0,21.0,3.0,2019.0,550.0,7.0,0.0,16.0,10.0
Air India,Delhi,Cochin,2.0,8603.0,18.0,5.0,2019.0,1180.0,12.0,0.0,7.0,40.0
GoAir,Banglore,Delhi,0.0,4340.0,18.0,3.0,2019.0,175.0,11.0,40.0,14.0,35.0
GoAir,Delhi,Cochin,1.0,5140.0,27.0,4.0,2019.0,370.0,7.0,25.0,13.0,35.0
Jet Airways,Kolkata,Banglore,1.0,14571.0,9.0,6.0,2019.0,1335.0,20.0,0.0,18.0,15.0
Vistara,Chennai,Kolkata,0.0,3739.0,21.0,3.0,2019.0,135.0,7.0,5.0,9.0,20.0
Air India,Delhi,Cochin,0.0,6881.0,6.0,3.0,2019.0,170.0,5.0,10.0,8.0,0.0
IndiGo,Banglore,Delhi,0.0,7648.0,3.0,3.0,2019.0,170.0,22.0,20.0,1.0,10.0
SpiceJet,Mumbai,Hyderabad,0.0,2385.0,18.0,3.0,2019.0,80.0,13.0,10.0,14.0,30.0
Jet Airways,Kolkata,Banglore,1.0,14571.0,9.0,6.0,2019.0,570.0,14.0,5.0,23.0,35.0
Vistara,Banglore,Delhi,0.0,5613.0,3.0,5.0,2019.0,170.0,21.0,0.0,23.0,50.0
Air India,Delhi,Cochin,0.0,5674.0,18.0,3.0,2019.0,170.0,5.0,10.0,8.0,0.0
IndiGo,Delhi,Cochin,1.0,7514.0,6.0,3.0,2019.0,455.0,8.0,35.0,16.0,10.0
Jet Airways,Banglore,Delhi,1.0,16736.0,6.0,3.0,2019.0,745.0,8.0,55.0,21.0,20.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,24.0,5.0,2019.0,510.0,14.0,5.0,22.0,35.0
Jet Airways,Delhi,Cochin,1.0,15400.0,3.0,3.0,2019.0,590.0,9.0,0.0,18.0,50.0
Jet Airways,Banglore,Delhi,0.0,8016.0,18.0,6.0,2019.0,180.0,19.0,50.0,22.0,50.0
Jet Airways,Delhi,Cochin,2.0,13029.0,18.0,5.0,2019.0,535.0,19.0,30.0,4.0,25.0
Air India,Kolkata,Banglore,2.0,11432.0,9.0,5.0,2019.0,725.0,8.0,20.0,20.0,25.0
Jet Airways,Kolkata,Banglore,1.0,9663.0,15.0,5.0,2019.0,450.0,21.0,10.0,4.0,40.0
Jet Airways,Kolkata,Banglore,1.0,10703.0,24.0,5.0,2019.0,1080.0,20.0,25.0,14.0,25.0
Air India,Kolkata,Banglore,2.0,15107.0,6.0,6.0,2019.0,1105.0,14.0,30.0,8.0,55.0
Air India,Kolkata,Banglore,2.0,13217.0,6.0,6.0,2019.0,1200.0,9.0,25.0,5.0,25.0
Multiple carriers,Delhi,Cochin,1.0,7198.0,12.0,6.0,2019.0,510.0,17.0,0.0,1.0,30.0
Jet Airways,Banglore,Delhi,0.0,8016.0,9.0,3.0,2019.0,160.0,18.0,20.0,21.0,0.0
IndiGo,Delhi,Cochin,1.0,6147.0,27.0,5.0,2019.0,345.0,2.0,0.0,7.0,45.0
SpiceJet,Delhi,Cochin,1.0,6356.0,21.0,4.0,2019.0,270.0,8.0,45.0,13.0,15.0
IndiGo,Kolkata,Banglore,0.0,4804.0,12.0,6.0,2019.0,155.0,17.0,15.0,19.0,50.0
Air India,Kolkata,Banglore,2.0,7662.0,1.0,5.0,2019.0,445.0,5.0,50.0,13.0,15.0
Jet Airways,Delhi,Cochin,2.0,13292.0,1.0,6.0,2019.0,1130.0,9.0,35.0,4.0,25.0
SpiceJet,Delhi,Cochin,1.0,7084.0,9.0,3.0,2019.0,375.0,16.0,35.0,22.0,50.0
IndiGo,Chennai,Kolkata,0.0,5277.0,15.0,5.0,2019.0,140.0,22.0,5.0,0.0,25.0
Jet Airways,Delhi,Cochin,2.0,12273.0,21.0,3.0,2019.0,1325.0,6.0,20.0,4.0,25.0
Vistara,Banglore,Delhi,0.0,4878.0,15.0,6.0,2019.0,170.0,9.0,45.0,12.0,35.0
SpiceJet,Delhi,Cochin,1.0,5351.0,27.0,3.0,2019.0,310.0,6.0,10.0,11.0,20.0
Multiple carriers,Delhi,Cochin,1.0,10877.0,12.0,6.0,2019.0,690.0,7.0,30.0,19.0,0.0
IndiGo,Banglore,Delhi,0.0,6860.0,9.0,3.0,2019.0,175.0,10.0,5.0,13.0,0.0
IndiGo,Chennai,Kolkata,0.0,3597.0,18.0,6.0,2019.0,140.0,14.0,45.0,17.0,5.0
Multiple carriers,Delhi,Cochin,1.0,7677.0,3.0,6.0,2019.0,645.0,8.0,30.0,19.0,15.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,24.0,5.0,2019.0,1720.0,18.0,55.0,23.0,35.0
Air India,Banglore,Delhi,3.0,13387.0,12.0,3.0,2019.0,2120.0,6.0,45.0,18.0,5.0
Vistara,Delhi,Cochin,0.0,6216.0,24.0,6.0,2019.0,190.0,6.0,0.0,9.0,10.0
Jet Airways,Kolkata,Banglore,1.0,13994.0,9.0,6.0,2019.0,395.0,17.0,0.0,23.0,35.0
Jet Airways,Delhi,Cochin,1.0,12242.0,27.0,3.0,2019.0,520.0,19.0,45.0,4.0,25.0
Jet Airways,Delhi,Cochin,2.0,11507.0,15.0,6.0,2019.0,810.0,5.0,30.0,19.0,0.0
Jet Airways,Banglore,Delhi,1.0,7832.0,21.0,3.0,2019.0,665.0,20.0,35.0,7.0,40.0
IndiGo,Delhi,Cochin,1.0,7894.0,6.0,3.0,2019.0,300.0,5.0,5.0,10.0,5.0
SpiceJet,Banglore,Delhi,0.0,3573.0,18.0,6.0,2019.0,160.0,5.0,55.0,8.0,35.0
SpiceJet,Banglore,Delhi,0.0,4377.0,18.0,3.0,2019.0,170.0,20.0,30.0,23.0,20.0
Multiple carriers,Delhi,Cochin,1.0,14848.0,27.0,6.0,2019.0,465.0,11.0,30.0,19.0,15.0
Air India,Banglore,Delhi,1.0,15434.0,1.0,3.0,2019.0,1510.0,11.0,50.0,13.0,0.0
Multiple carriers,Delhi,Cochin,1.0,6093.0,27.0,4.0,2019.0,540.0,7.0,10.0,16.0,10.0
Multiple carriers,Delhi,Cochin,1.0,9794.0,18.0,5.0,2019.0,780.0,6.0,0.0,19.0,0.0
Jet Airways,Banglore,Delhi,0.0,4544.0,12.0,5.0,2019.0,175.0,15.0,15.0,18.0,10.0
Jet Airways,Delhi,Cochin,2.0,21219.0,9.0,5.0,2019.0,440.0,11.0,40.0,19.0,0.0
Air India,Delhi,Cochin,1.0,12677.0,6.0,3.0,2019.0,965.0,17.0,20.0,9.0,25.0
Jet Airways,Banglore,Delhi,0.0,7229.0,9.0,3.0,2019.0,160.0,19.0,55.0,22.0,35.0
Air India,Banglore,Delhi,1.0,10981.0,1.0,3.0,2019.0,950.0,17.0,0.0,8.0,50.0
SpiceJet,Kolkata,Banglore,1.0,8224.0,9.0,5.0,2019.0,330.0,15.0,55.0,21.0,25.0
Jet Airways,Kolkata,Banglore,1.0,13626.0,12.0,6.0,2019.0,400.0,14.0,5.0,20.0,45.0
IndiGo,Banglore,Delhi,0.0,3943.0,21.0,6.0,2019.0,170.0,13.0,0.0,15.0,50.0
SpiceJet,Kolkata,Banglore,0.0,3841.0,21.0,6.0,2019.0,150.0,17.0,10.0,19.0,40.0
Jet Airways,Delhi,Cochin,1.0,12373.0,18.0,5.0,2019.0,1595.0,10.0,0.0,12.0,35.0
IndiGo,Banglore,Delhi,0.0,8033.0,9.0,3.0,2019.0,170.0,4.0,0.0,6.0,50.0
Jet Airways,Delhi,Cochin,1.0,12898.0,27.0,5.0,2019.0,1655.0,9.0,0.0,12.0,35.0
IndiGo,Delhi,Cochin,1.0,7191.0,9.0,5.0,2019.0,810.0,7.0,30.0,21.0,0.0
Jet Airways,Delhi,Cochin,1.0,14714.0,3.0,6.0,2019.0,620.0,2.0,15.0,12.0,35.0
Jet Airways,Delhi,Cochin,2.0,6643.0,21.0,3.0,2019.0,1420.0,19.0,10.0,18.0,50.0
Vistara,Delhi,Cochin,0.0,6216.0,18.0,4.0,2019.0,190.0,14.0,40.0,17.0,50.0
IndiGo,Kolkata,Banglore,0.0,4804.0,1.0,5.0,2019.0,155.0,17.0,15.0,19.0,50.0
Jet Airways,Delhi,Cochin,2.0,8098.0,27.0,3.0,2019.0,2315.0,5.0,10.0,19.0,45.0
Jet Airways,Banglore,Delhi,1.0,26890.0,1.0,3.0,2019.0,785.0,11.0,40.0,0.0,45.0
Multiple carriers,Delhi,Cochin,1.0,7005.0,9.0,6.0,2019.0,640.0,10.0,20.0,21.0,0.0
Jet Airways,Banglore,Delhi,0.0,8541.0,21.0,6.0,2019.0,185.0,18.0,55.0,22.0,0.0
Multiple carriers,Delhi,Cochin,1.0,7155.0,24.0,6.0,2019.0,520.0,10.0,35.0,19.0,15.0
IndiGo,Banglore,Delhi,0.0,4423.0,12.0,4.0,2019.0,170.0,4.0,0.0,6.0,50.0
Jet Airways,Delhi,Cochin,1.0,12898.0,21.0,5.0,2019.0,1005.0,2.0,15.0,19.0,0.0
Air Asia,Delhi,Cochin,1.0,6853.0,15.0,5.0,2019.0,625.0,20.0,45.0,7.0,10.0
Air India,Delhi,Cochin,1.0,8372.0,3.0,6.0,2019.0,640.0,21.0,0.0,7.0,40.0
Air India,Delhi,Cochin,2.0,13381.0,24.0,6.0,2019.0,1380.0,20.0,15.0,19.0,15.0
Vistara,Kolkata,Banglore,1.0,8452.0,12.0,6.0,2019.0,865.0,20.0,20.0,10.0,45.0
Air India,Mumbai,Hyderabad,0.0,3100.0,15.0,6.0,2019.0,75.0,19.0,30.0,20.0,45.0
SpiceJet,Banglore,Delhi,0.0,3311.0,12.0,5.0,2019.0,160.0,5.0,55.0,8.0,35.0
Multiple carriers,Delhi,Cochin,1.0,12537.0,27.0,3.0,2019.0,480.0,13.0,0.0,21.0,0.0
Multiple carriers,Delhi,Cochin,1.0,13961.0,21.0,3.0,2019.0,665.0,2.0,15.0,13.0,20.0
IndiGo,Banglore,Delhi,0.0,3943.0,9.0,4.0,2019.0,170.0,4.0,0.0,6.0,50.0
Jet Airways,Delhi,Cochin,2.0,15439.0,9.0,4.0,2019.0,440.0,11.0,40.0,19.0,0.0
Jet Airways,Banglore,Delhi,0.0,7229.0,27.0,4.0,2019.0,180.0,8.0,20.0,11.0,20.0
Jet Airways,Banglore,Delhi,0.0,7229.0,6.0,6.0,2019.0,180.0,19.0,50.0,22.0,50.0
IndiGo,Delhi,Cochin,1.0,5073.0,27.0,3.0,2019.0,300.0,16.0,0.0,21.0,0.0
IndiGo,Banglore,Delhi,0.0,4823.0,24.0,6.0,2019.0,170.0,8.0,30.0,11.0,20.0
Vistara,Kolkata,Banglore,1.0,9397.0,9.0,6.0,2019.0,1555.0,7.0,10.0,9.0,5.0
Air India,Kolkata,Banglore,2.0,13227.0,1.0,5.0,2019.0,1385.0,9.0,50.0,8.0,55.0
Air India,Banglore,Delhi,1.0,10657.0,9.0,3.0,2019.0,1015.0,5.0,50.0,22.0,45.0
Jet Airways,Mumbai,Hyderabad,0.0,5678.0,15.0,6.0,2019.0,85.0,2.0,55.0,4.0,20.0
Jet Airways,Delhi,Cochin,2.0,15129.0,27.0,5.0,2019.0,1775.0,13.0,25.0,19.0,0.0
Jet Airways,Delhi,Cochin,2.0,10919.0,12.0,6.0,2019.0,830.0,14.0,35.0,4.0,25.0
Jet Airways,Delhi,Cochin,1.0,12898.0,1.0,6.0,2019.0,330.0,7.0,5.0,12.0,35.0
Jet Airways,Kolkata,Banglore,1.0,10953.0,1.0,4.0,2019.0,690.0,9.0,35.0,21.0,5.0
Air India,Delhi,Cochin,2.0,12392.0,9.0,6.0,2019.0,1560.0,17.0,15.0,19.0,15.0
IndiGo,Delhi,Cochin,1.0,7048.0,27.0,5.0,2019.0,570.0,16.0,0.0,1.0,30.0
IndiGo,Kolkata,Banglore,0.0,6985.0,24.0,3.0,2019.0,155.0,15.0,20.0,17.0,55.0
IndiGo,Kolkata,Banglore,0.0,4148.0,18.0,3.0,2019.0,165.0,22.0,10.0,0.0,55.0
SpiceJet,Kolkata,Banglore,0.0,3873.0,24.0,5.0,2019.0,140.0,22.0,20.0,0.0,40.0
IndiGo,Delhi,Cochin,1.0,6316.0,9.0,6.0,2019.0,570.0,16.0,0.0,1.0,30.0
Jet Airways,Delhi,Cochin,1.0,13843.0,6.0,3.0,2019.0,925.0,13.0,0.0,4.0,25.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,9.0,5.0,2019.0,740.0,8.0,25.0,20.0,45.0
Jet Airways,Delhi,Cochin,1.0,14053.0,9.0,3.0,2019.0,610.0,18.0,15.0,4.0,25.0
Jet Airways,Kolkata,Banglore,1.0,14781.0,12.0,5.0,2019.0,590.0,8.0,25.0,18.0,15.0
SpiceJet,Kolkata,Banglore,0.0,4439.0,21.0,4.0,2019.0,145.0,9.0,0.0,11.0,25.0
SpiceJet,Kolkata,Banglore,0.0,4174.0,18.0,5.0,2019.0,150.0,17.0,10.0,19.0,40.0
IndiGo,Banglore,Delhi,0.0,4823.0,1.0,5.0,2019.0,180.0,16.0,55.0,19.0,55.0
Jet Airways,Banglore,Delhi,1.0,19225.0,6.0,3.0,2019.0,375.0,7.0,0.0,13.0,15.0
Multiple carriers,Delhi,Cochin,1.0,7670.0,9.0,5.0,2019.0,640.0,10.0,20.0,21.0,0.0
Jet Airways,Delhi,Cochin,2.0,15318.0,27.0,5.0,2019.0,505.0,20.0,0.0,4.0,25.0
Jet Airways,Delhi,Cochin,2.0,13014.0,6.0,6.0,2019.0,1375.0,5.0,30.0,4.0,25.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,15.0,5.0,2019.0,1415.0,21.0,10.0,20.0,45.0
IndiGo,Kolkata,Banglore,0.0,4804.0,24.0,4.0,2019.0,150.0,14.0,25.0,16.0,55.0
Jet Airways,Kolkata,Banglore,1.0,9663.0,12.0,5.0,2019.0,960.0,20.0,0.0,12.0,0.0
Jet Airways,Delhi,Cochin,1.0,10262.0,24.0,6.0,2019.0,395.0,21.0,50.0,4.0,25.0
SpiceJet,Chennai,Kolkata,0.0,3543.0,12.0,5.0,2019.0,135.0,9.0,45.0,12.0,0.0
IndiGo,Mumbai,Hyderabad,0.0,4049.0,15.0,6.0,2019.0,90.0,9.0,10.0,10.0,40.0
IndiGo,Kolkata,Banglore,0.0,6565.0,24.0,3.0,2019.0,165.0,17.0,15.0,20.0,0.0
Jet Airways,Delhi,Cochin,2.0,6643.0,27.0,3.0,2019.0,1995.0,19.0,10.0,4.0,25.0
SpiceJet,Mumbai,Hyderabad,0.0,2753.0,15.0,6.0,2019.0,90.0,5.0,45.0,7.0,15.0
Jet Airways,Kolkata,Banglore,1.0,13067.0,24.0,5.0,2019.0,1450.0,9.0,35.0,9.0,45.0
Jet Airways,Delhi,Cochin,1.0,14714.0,3.0,6.0,2019.0,540.0,10.0,0.0,19.0,0.0
IndiGo,Chennai,Kolkata,0.0,4326.0,15.0,3.0,2019.0,140.0,5.0,15.0,7.0,35.0
IndiGo,Banglore,Delhi,0.0,4423.0,27.0,4.0,2019.0,170.0,10.0,30.0,13.0,20.0
Jet Airways,Delhi,Cochin,1.0,10262.0,12.0,6.0,2019.0,335.0,22.0,50.0,4.0,25.0
Jet Airways,Banglore,Delhi,1.0,7832.0,21.0,3.0,2019.0,1110.0,16.0,55.0,11.0,25.0
Multiple carriers,Delhi,Cochin,1.0,7787.0,21.0,5.0,2019.0,755.0,6.0,40.0,19.0,15.0
IndiGo,Delhi,Cochin,1.0,12214.0,3.0,3.0,2019.0,310.0,7.0,20.0,12.0,30.0
Jet Airways,Delhi,Cochin,1.0,12373.0,18.0,5.0,2019.0,550.0,19.0,15.0,4.0,25.0
Jet Airways,Kolkata,Banglore,1.0,14388.0,18.0,5.0,2019.0,1315.0,14.0,5.0,12.0,0.0
Jet Airways,Banglore,Delhi,0.0,8016.0,6.0,6.0,2019.0,180.0,19.0,50.0,22.0,50.0
IndiGo,Kolkata,Banglore,0.0,4804.0,24.0,5.0,2019.0,155.0,4.0,40.0,7.0,15.0
Vistara,Kolkata,Banglore,1.0,9555.0,18.0,5.0,2019.0,1640.0,17.0,0.0,20.0,20.0
Air India,Banglore,Delhi,0.0,10216.0,3.0,3.0,2019.0,170.0,13.0,20.0,16.0,10.0
IndiGo,Kolkata,Banglore,1.0,4226.0,1.0,5.0,2019.0,240.0,6.0,20.0,10.0,20.0
IndiGo,Delhi,Cochin,1.0,6093.0,24.0,6.0,2019.0,860.0,6.0,40.0,21.0,0.0
Vistara,Kolkata,Banglore,1.0,9345.0,24.0,5.0,2019.0,1440.0,20.0,20.0,20.0,20.0
Jet Airways,Kolkata,Banglore,1.0,8066.0,12.0,5.0,2019.0,1630.0,20.0,25.0,23.0,35.0
SpiceJet,Kolkata,Banglore,1.0,8224.0,12.0,6.0,2019.0,330.0,15.0,55.0,21.0,25.0
Air India,Banglore,Delhi,1.0,6781.0,3.0,3.0,2019.0,1475.0,8.0,15.0,8.0,50.0
Vistara,Kolkata,Banglore,1.0,9187.0,1.0,5.0,2019.0,1655.0,7.0,10.0,10.0,45.0
SpiceJet,Delhi,Cochin,1.0,4957.0,6.0,4.0,2019.0,295.0,17.0,55.0,22.0,50.0
Multiple carriers,Delhi,Cochin,1.0,6916.0,9.0,3.0,2019.0,545.0,7.0,5.0,16.0,10.0
Jet Airways,Kolkata,Banglore,1.0,8586.0,1.0,5.0,2019.0,520.0,20.0,0.0,4.0,40.0
IndiGo,Banglore,Delhi,0.0,3943.0,15.0,6.0,2019.0,170.0,13.0,0.0,15.0,50.0
Jet Airways,Banglore,Delhi,0.0,8016.0,24.0,6.0,2019.0,180.0,7.0,10.0,10.0,10.0
Multiple carriers,Delhi,Cochin,1.0,8266.0,21.0,5.0,2019.0,795.0,6.0,0.0,19.0,15.0
Jet Airways,Banglore,Delhi,0.0,7229.0,27.0,6.0,2019.0,180.0,19.0,50.0,22.0,50.0
IndiGo,Delhi,Cochin,1.0,8574.0,27.0,3.0,2019.0,480.0,7.0,30.0,15.0,30.0
Multiple carriers,Delhi,Cochin,1.0,6358.0,27.0,3.0,2019.0,840.0,7.0,0.0,21.0,0.0
Jet Airways,Delhi,Cochin,2.0,13344.0,12.0,6.0,2019.0,425.0,5.0,30.0,12.0,35.0
IndiGo,Kolkata,Banglore,0.0,4804.0,18.0,5.0,2019.0,160.0,21.0,25.0,0.0,5.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,12.0,5.0,2019.0,425.0,16.0,30.0,23.0,35.0
Air India,Kolkata,Banglore,1.0,6117.0,6.0,5.0,2019.0,580.0,19.0,0.0,4.0,40.0
Jet Airways,Mumbai,Hyderabad,0.0,5678.0,18.0,3.0,2019.0,90.0,19.0,35.0,21.0,5.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,18.0,5.0,2019.0,1220.0,20.0,0.0,16.0,20.0
Jet Airways,Banglore,Delhi,1.0,11087.0,12.0,3.0,2019.0,1310.0,20.0,35.0,18.0,25.0
Air India,Delhi,Cochin,1.0,7199.0,27.0,3.0,2019.0,675.0,8.0,0.0,19.0,15.0
Air India,Delhi,Cochin,2.0,13381.0,9.0,6.0,2019.0,1380.0,20.0,15.0,19.0,15.0
Air India,Delhi,Cochin,0.0,6094.0,21.0,4.0,2019.0,170.0,5.0,10.0,8.0,0.0
IndiGo,Mumbai,Hyderabad,0.0,3342.0,15.0,3.0,2019.0,85.0,6.0,20.0,7.0,45.0
Air India,Delhi,Cochin,1.0,7480.0,9.0,5.0,2019.0,765.0,20.0,40.0,9.0,25.0
Vistara,Delhi,Cochin,0.0,6216.0,9.0,5.0,2019.0,190.0,14.0,40.0,17.0,50.0
Vistara,Delhi,Cochin,0.0,6216.0,27.0,4.0,2019.0,190.0,14.0,40.0,17.0,50.0
Jet Airways,Banglore,Delhi,0.0,5198.0,21.0,4.0,2019.0,180.0,8.0,20.0,11.0,20.0
Jet Airways,Delhi,Cochin,1.0,12347.0,21.0,3.0,2019.0,1415.0,19.0,15.0,18.0,50.0
Jet Airways,Banglore,Delhi,1.0,17261.0,6.0,3.0,2019.0,1475.0,8.0,55.0,9.0,30.0
Multiple carriers,Delhi,Cochin,1.0,8073.0,15.0,5.0,2019.0,930.0,10.0,0.0,1.0,30.0
Jet Airways,Delhi,Cochin,2.0,15129.0,18.0,5.0,2019.0,1615.0,9.0,40.0,12.0,35.0
Vistara,Banglore,Delhi,0.0,4668.0,27.0,6.0,2019.0,170.0,11.0,30.0,14.0,20.0
Air India,Kolkata,Banglore,1.0,10203.0,9.0,5.0,2019.0,625.0,10.0,0.0,20.0,25.0
IndiGo,Banglore,Delhi,0.0,6860.0,9.0,3.0,2019.0,175.0,18.0,25.0,21.0,20.0
Jet Airways,Banglore,Delhi,1.0,12284.0,18.0,3.0,2019.0,760.0,5.0,45.0,18.0,25.0
Air India,Kolkata,Banglore,0.0,5510.0,18.0,6.0,2019.0,150.0,14.0,15.0,16.0,45.0
IndiGo,Delhi,Cochin,1.0,5054.0,9.0,5.0,2019.0,275.0,7.0,35.0,12.0,10.0
SpiceJet,Banglore,Delhi,0.0,4377.0,24.0,3.0,2019.0,175.0,9.0,35.0,12.0,30.0
